Common_Name,Scientific_Name
Madagascar blue pigeon,Alectroenas madagascariensis
Madagascar blue vanga,Cyanolanius madagascarinus
Madagascar buttonquail,Turnix nigricollis
Madagascar buzzard,Buteo brachypterus
Madagascar cisticola,Cisticola cherina
Madagascar cuckoo,Cuculus rochii
Madagascar cuckoo-hawk,Aviceda madagascariensis
Madagascar cuckooshrike,Coracina cinerea
Madagascar fish eagle,Haliaeetus vociferoides
Madagascar flufftail,Sarothrura insularis
Madagascar forest rail,Mentocrex kioloides
Madagascar grebe,Tachybaptus pelzelnii
Madagascar green pigeon,Treron australis
Madagascar harrier-hawk,Polyboroides radiatus
Madagascar ibis,Lophotibis cristata
Madagascar jacana,Actophilornis albinucha
Madagascar lark,Eremopterix hova
Madagascar magpie-robin,Copsychus albospecularis
Madagascar mannikin,Lepidopygia nana
Madagascar nightjar,Caprimulgus madagascariensis
Madagascar owl,Asio madagascariensis
Madagascar partridge,Margaroperdix madagarensis
Madagascar plover,Charadrius thoracicus
Madagascar pochard,Aythya innotata
Madagascar pratincole,Glareola ocularis
Madagascar pygmy kingfisher,Corythornis madagascariensis
Madagascar rail,Rallus madagascariensis
Madagascar sandgrouse,Pterocles personatus
Madagascar serpent eagle,Eutriorchis astur
Madagascar snipe,Gallinago macrodactyla
Madagascar sparrowhawk,Accipiter madagascariensis
"Madagascar spinetail, madagascan spinetail ",Zoonavena grandidieri
Madagascar starling,Hartlaubius auratus
Madagascar swamp warbler,Acrocephalus newtoni
Madagascar wagtail,Motacilla flaviventris
Madanga,Madanga ruficollis
Madanga,Anthus ruficollis
Madarasz's tiger parrot,Psittacella madaraszi
Madeira firecrest,Regulus madeirensis
Magdalena antbird,Sipia palliata
Magdalena tapaculo,Scytalopus rodriguezi
Magellanic diving petrel,Pelecanoides magellani
Magellanic oystercatcher,Haematopus leucopodus
Magellanic penguin,Spheniscus magellanicus
Magellanic plover,Pluvianellus socialis
Magellanic snipe,Gallinago magellanica
Magellanic tapaculo,Scytalopus magellanicus
Magellanic woodpecker,Campephilus magellanicus
Magenta petrel,Pterodroma magentae
Magenta-throated woodstar,Philodice bryantae
Maghreb lark,Galerida macrorhyncha
Maghreb magpie,Pica mauritanica
Maghreb owl,Strix  mauritanica
Magnificent bird-of-paradise,Cicinnurus magnificus
Magnificent bird-of-paradise,Diphyllodes magnificus
Magnificent frigatebird,Fregata magnificens
Magnificent riflebird,Ptiloris magnificus
Magnificent sunbird,Aethopyga magnifica
Magnolia warbler,Setophaga magnolia
Magpie goose,Anseranas semipalmata
Magpie mannikin,Spermestes fringilloides
Magpie shrike,Lanius melanoleucus
Magpie starling,Speculipastor bicolor
Magpie tanager,Cissopis leverianus
Magpie-lark,Grallina cyanoleuca
Maguari stork,Ciconia maguari
Makatea fruit dove,Ptilinopus chalcurus
Makira cicadabird,Edolisoma salomonis
Makira dwarf kingfisher,Ceyx gentianus
Makira fantail,Rhipidura tenebrosa
Makira flycatcher,Myiagra cervinicauda
Makira honeyeater,Meliarchus sclateri
Makira leaf warbler,Phylloscopus makirensis
Makira owl,Athene roseoaxillaris
Makira starling,Aplonis dichroa
Makira thrush,Zoothera margaretae
Makira woodhen,Gallinula silvestris
Malabar barbet,Psilopogon malabaricus
Malabar grey hornbill,Ocyceros griseus
Malabar lark,Galerida malabarica
Malabar pied hornbill,Anthracoceros coronatus
Malabar starling,Sturnia blythii
Malabar trogon,Harpactes fasciatus
Malabar whistling thrush,Myophonus horsfieldii
Malabar woodshrike,Tephrodornis sylvicola
Malachite kingfisher,Corythornis cristatus
Malachite sunbird,Nectarinia famosa
Malagasy black swift,Apus balstoni
Malagasy brush warbler,Nesillas typica
Malagasy bulbul,Hypsipetes madagascariensis
Malagasy coucal,Centropus toulou
Malagasy green sunbird,Cinnyris notatus
Malagasy harrier,Circus macrosceles
Malagasy kestrel,Falco newtoni
Malagasy kingfisher,Corythornis vintsioides
Malagasy palm swift,Cypsiurus gracilis
Malagasy paradise flycatcher,Terpsiphone mutata
Malagasy pond heron,Ardeola idae
Malagasy sacred ibis,Threskiornis bernieri
Malagasy turtle dove,Nesoenas picturatus
Malagasy white-eye,Zosterops maderaspatanus
Malaita dwarf kingfisher,Ceyx nigromaxilla malaitae
Malaita fantail,Rhipidura malaitae
Malaita owl,Athene malaitae
Malaita white-eye,Zosterops stresemanni
Malayan banded pitta,Hydrornis irena
Malayan black magpie,Platysmurus leucopterus
Malayan black-capped babbler,Pellorneum nigrocapitatum
Malayan crestless fireback,Lophura erythrophthalma
Malayan laughingthrush,Trochalopteron peninsulae
Malayan night heron,Gorsachius melanolophus
Malayan partridge,Arborophila campbelli
Malayan peacock-pheasant,Polyplectron malacense
Malayan swamp babbler,Pellorneum rostratum
Malayan whistling thrush,Myophonus robinsoni
Malaysian blue flycatcher,Cyornis turcosus
Malaysian eared nightjar,Lyncornis temminckii
Malaysian hawk-cuckoo,Hierococcyx fugax
Malaysian honeyguide,Indicator archipelagicus
Malaysian pied fantail,Rhipidura javanica
Malaysian plover,Charadrius peronii
Malaysian plover,Anarhynchus peronii
Maleo,Macrocephalon maleo
Malherbe's parakeet,Cyanoramphus malherbi
Mali firefinch,Lagonosticta virata
Malia,Malia grata
Malindi pipit,Anthus melindae
Mallard,Anas platyrhynchos
Mallee emu-wren,Stipiturus mallee
Malleefowl,Leipoa ocellata
Mamberamo shrikethrush,Colluricincla obscura
Manchurian bush warbler,Horornis canturians
Manchurian reed warbler,Acrocephalus tangorum
Mandarin duck,Aix galericulata
Maned owl,Jubula lettii
Mangareva kingfisher,Todiramphus gambieri
Mangareva reed warbler,Acrocephalus astrolabii
Mangrove blue flycatcher,Cyornis rufigastra
Mangrove cuckoo,Coccyzus minor
Mangrove fantail,Rhipidura phasiana
Mangrove finch,Camarhynchus heliobates
Mangrove gerygone,Gerygone levigaster
Mangrove golden whistler,Pachycephala melanura
Mangrove honeyeater,Gavicalis fasciogularis
Mangrove hummingbird,Amazilia boucardi
Mangrove kingfisher,Halcyon senegaloides
Mangrove pitta,Pitta megarhyncha
Mangrove rail,Rallus longirostris
Mangrove robin,Peneothello pulverulenta
Mangrove robin,Eopsaltria pulverulenta
Mangrove sunbird,Anthreptes gabonicus
Mangrove swallow,Tachycineta albilinea
Mangrove vireo,Vireo pallens
Mangrove whistler,Pachycephala cinerea
Manicoré warbling antbird,Hypocnemis rondoni
Manipur bush quail,Perdicula manipurensis
Manipur fulvetta,Fulvetta manipurensis
Mantanani scops owl,Otus mantananensis
Mantled hawk,Pseudastur polionotus
Manu antbird,Cercomacra manu
Manu parrotlet,Nannopsittaca dachilleae
Manus boobook,Ninox meeki
Manus cuckooshrike,Coracina ingens
Manus dwarf kingfisher,Ceyx dispar
Manus fantail,Rhipidura semirubra
Manus friarbird,Philemon albitorques
Manus masked owl,Tyto manusi
Manus monarch,Symposiachrus infelix
Manx shearwater,Puffinus puffinus
Many-banded aracari,Pteroglossus pluricinctus
Many-colored Chaco finch,Saltatricula multicolor
Many-colored bushshrike,Chlorophoneus multicolor
Many-colored fruit dove,Ptilinopus perousii
Many-colored rush tyrant,Tachuris rubrigastra
Many-spotted hummingbird,Taphrospilus hypostictus
Many-striped canastero,Asthenes flammulata
Mao,Gymnomyza samoensis
Maquis canastero,Asthenes heterura
Marabou stork,Leptoptilos crumenifer
Maracaibo tody-flycatcher,Todirostrum viridanum
Marail guan,Penelope marail
Maranon pigeon,Patagioenas oenops
Marañón crescentchest,Melanopareia maranonica
Marañón spinetail,Synallaxis maranonica
Marañón thrush,Turdus maranonicus
Marble-faced bristle tyrant,Pogonotriccus ophthalmicus
Marbled duck,Marmaronetta angustirostris
Marbled frogmouth,Podargus ocellatus
Marbled godwit,Limosa fedoa
Marbled honeyeater,Pycnopygius cinereus
Marbled murrelet,Brachyramphus marmoratus
Marbled wood quail,Odontophorus gujanensis
Marbled wren-babbler,Turdinus marmoratus
Marcapata spinetail,Cranioleuca marcapatae
Margaret's batis,Batis margaritae
Mariana crow,Corvus kubaryi
Mariana fruit dove,Ptilinopus roseicapilla
Mariana kingfisher,Todiramphus albicilla
Mariana swiftlet,Aerodramus bartschi
Marico flycatcher,Bradornis mariquensis
Marico sunbird,Cinnyris mariquensis
Marigold lorikeet,Trichoglossus capistratus
Markham's storm petrel,Hydrobates markhami
Marmora's warbler,Curruca sarda
Maroon oriole,Oriolus traillii
Maroon shining parrot,Prosopeia tabuensis
Maroon woodpecker,Blythipicus rubiginosus
Maroon-backed accentor,Prunella immaculata
Maroon-backed whistler,Coracornis raveni
Maroon-bellied parakeet,Pyrrhura frontalis
Maroon-belted chat-tyrant,Ochthoeca  thoracica
Maroon-breasted philentoma,Philentoma velata
Maroon-chested ground dove,Paraclaravis mondetoura
Maroon-fronted parrot,Rhynchopsitta terrisi
Maroon-naped sunbird,Aethopyga guimarasensis
Maroon-tailed parakeet,Pyrrhura melanura
Marquesan ground dove,Alopecoenas rubescens
Marquesan ground dove,Pampusana rubescens
Marquesan imperial pigeon,Ducula galeata
Marquesan kingfisher,Todiramphus godeffroyi
Marquesan monarch,Pomarea mendozae
Marquesan swiftlet,Aerodramus ocistus
Marsh antwren,Formicivora acutirostris
Marsh babbler,Pellorneum palustre
Marsh grassbird,Helopsaltes pryeri
Marsh owl,Asio capensis
Marsh sandpiper,Tringa stagnatilis
Marsh seedeater,Sporophila palustris
Marsh tapaculo,Scytalopus iraiensis
Marsh tchagra,Bocagia minuta
Marsh tit,Poecile palustris
Marsh warbler,Acrocephalus palustris
Marsh widowbird,E. hartlaubi
Marsh widowbird,Ploceus weynsi
Marsh widowbird,Euplectes hartlaubi
Marsh wren,Cistothorus palustris
Marshall's iora,Aegithina nigrolutea
Martens's warbler,Phylloscopus omeiensis
Martial eagle,Polemaetus bellicosus
Martinique oriole,Icterus bonana
Marvelous spatuletail,Loddigesia mirabilis
Masafuera rayadito,Aphrastura masafuerae
Masatierra petrel,Pterodroma defilippiana
Mascarene coot,Fulica newtonii
Mascarene grey parakeet,Psittacula bensoni
Mascarene martin,Phedina borbonica
Mascarene paradise flycatcher,Terpsiphone bourbonnensis
Mascarene petrel,Pseudobulweria aterrima
Mascarene swiftlet,Aerodramus francicus
Masked antpitta,Hylopezus auricularis
Masked booby,Sula dactylatra
Masked bowerbird,Sericulus aureus
Masked cardinal,Paroaria nigrogenis
Masked crimson tanager,Ramphocelus nigrogularis
Masked duck,Nomonyx dominicus
Masked finch,Poephila personata
Masked finfoot,Heliopais personatus
Masked flowerpiercer,Diglossa cyanea
Masked fruiteater,Pipreola pulchra
Masked gnatcatcher,Polioptila dumicola
Masked lapwing,Vanellus miles
Masked lark,Spizocorys personata
Masked laughingthrush,Pterorhinus perspicillatus
Masked mountain tanager,Tephrophilus wetmorei
Masked saltator,Saltator cinctus
Masked shining parrot,Prosopeia personata
Masked shrike,Lanius nubicus
Masked tanager,Stilpnia nigrocincta
Masked tityra,Tityra semifasciata
Masked trogon,Trogon personatus
Masked water tyrant,Fluvicola nengeta
Masked woodswallow,Artamus personatus
Masked yellowthroat,Geothlypis aequinoctialis
Matinan blue flycatcher,Eumyias sanfordi
Matinan blue flycatcher,Cyornis sanfordi
Mato Grosso antbird,Cercomacra melanaria
Matsudaira's storm petrel,Hydrobates matsudairae
Maui nukupuʻu,Hemignathus affinis
Maui parrotbill,Pseudonestor xanthophrys
Maui ʻakepa,Loxops ochraceus
Maui ʻalauahio,Paroreomyza montana
Maupiti monarch,Pomarea maupitiensis
Mauritius blue pigeon,Alectroenas nitidissimus
Mauritius bulbul,Hypsipetes olivaceus
Mauritius cuckooshrike,Lalage typica
Mauritius fody,F. rubra
Mauritius fody,Foudia rubra
Mauritius fody,Ploceus weynsi
Mauritius grey white-eye,Zosterops mauritianus
Mauritius kestrel,Falco punctatus
Mauritius night heron,Nycticorax mauritianus
Mauritius olive white-eye,Zosterops chloronothos
Mauritius sheldgoose,Alopochen mauritiana
Maxwell's black weaver,P. albinucha
Maxwell's black weaver,Ploceus weynsi
Maxwell's black weaver,Ploceus albinucha
Mayan antthrush,Formicarius moniliger
Mayotte drongo,Dicrurus waldenii
Mayotte scops owl,Otus mayottensis
Mayotte sunbird,Cinnyris coquerellii
Mayotte white-eye,Zosterops mayottensis
Mayr's forest rail,Rallicula mayri
Mayr's honeyeater,Ptiloprora mayri
Mayr's swiftlet,Aerodramus orientalis
Mbulu white-eye,Zosterops mbuluensis
McConnell's flycatcher,Mionectes macconnelli
McConnell's spinetail,Synallaxis macconnelli
McGregor's cuckooshrike,Malindangia mcgregori
McKay's bunting,Plectrophenax hyperboreus
Meadow bunting,Emberiza cioides
Meadow pipit,Anthus pratensis
Mealy amazon,Amazona farinosa
Mediterranean flycatcher,Muscicapa tyrrhenica
Mediterranean gull,Ichthyaetus melanocephalus
Mediterranean short-toed lark,Alaudala rufescens
Medium egret,Ardea intermedia
Medium ground finch,Geospiza fortis
Medium tree finch,Camarhynchus pauper
Meek's lorikeet,Vini meeki
Meek's pygmy parrot,Micropsitta meeki
Mees's nightjar,Caprimulgus meesi
Mees's white-eye,Heleia javanica
Mekong wagtail,Motacilla samveasnae
Melancholy woodpecker,Dendropicos lugubris
Melanesian flycatcher,Myiagra caledonica
Melanesian kingfisher,Todiramphus tristrami
Melanesian megapode,Megapodius eremita
Melanesian whistler,Pachycephala chlorura
Meller's duck,Anas melleri
Melodious babbler,Malacopteron palawanense
Melodious blackbird,Dives dives
Melodious lark,Mirafra cheniana
Melodious warbler,Hippolais polyglotta
Menetries's warbler,Curruca mystacea
Mentawai scops owl,Otus mentawi
Merida brushfinch,Atlapetes meridae
Merlin,Falco columbarius
Metallic pigeon,Columba vitiensis
Metallic starling,Aplonis metallica
Metallic-green tanager,Tangara labradorides
Metallic-winged sunbird,Aethopyga pulcherrima
Meves's starling,Lamprotornis mevesii
Mewing kingfisher,Todiramphus ruficollaris
Mexican cacique,Cassiculus melanicterus
Mexican chickadee,Poecile sclateri
Mexican duck,Anas diazi
Mexican hermit,Phaethornis mexicanus
Mexican jay,Aphelocoma wollweberi
Mexican parrotlet,Forpus cyanopygius
Mexican sheartail,Doricha eliza
Mexican violetear,Colibri thalassinus
Mexican whip-poor-will,Antrostomus arizonae
Mexican woodnymph,Eupherusa ridgwayi
Meyer's friarbird,Philemon meyeri
Meyer's goshawk,Accipiter meyerianus
Meyer's parrot,Poicephalus meyeri
Micronesian imperial pigeon,Ducula oceanica
Micronesian megapode,Megapodius laperouse
Micronesian myzomela,Myzomela rubratra
Micronesian starling,Aplonis opaca
Mid-mountain berrypecker,Melanocharis longicauda
Middendorff's grasshopper warbler,Helopsaltes ochotensis
Middle American screech owl,Megascops guatemalae
Middle spotted woodpecker,Dendrocoptes medius
Midget flowerpecker,Dicaeum aeneum
Mikado pheasant,Syrmaticus mikado
Military macaw,Ara militaris
Milky stork,Mycteria cinerea
Millerbird,Acrocephalus familiaris
Mimic honeyeater,Microptilotis analogus
Minahasa masked owl,Tyto inexspectata
Minas Gerais tyrannulet,Phylloscartes roquettei
Mindanao bleeding-heart,Gallicolumba crinigera
Mindanao blue fantail,Rhipidura superciliaris
Mindanao boobook,Ninox spilocephala
Mindanao brown dove,Phapitreron brunneiceps
Mindanao hornbill,Penelopides affinis
Mindanao lorikeet,Saudareos johnstoniae
Mindanao miniature babbler,Micromacronus sordidus
Mindanao pygmy babbler,Dasycrotapha plateni
Mindanao racket-tail,Prioniturus waterstradti
Mindanao scops owl,Otus mirus
Mindanao serin,Chrysocorythus mindanensis
Mindanao white-eye,Heleia goodfellowi
Mindoro bleeding-heart,Gallicolumba platenae
Mindoro boobook,Ninox mindorensis
Mindoro bulbul,Hypsipetes mindorensis
Mindoro hornbill,Penelopides mindorensis
Mindoro imperial pigeon,Ducula mindorensis
Mindoro racket-tail,Prioniturus mindorensis
Mindoro scops owl,Otus mindorensis
Minute hermit,Phaethornis idaliae
Miombo blue-eared starling,Lamprotornis elisabeth
Miombo pied barbet,Tricholaema frontata
Miombo rock thrush,Monticola angolensis
Miombo scrub robin,Cercotrichas barbata
Miombo tit,Melaniparus griseiventris
Miombo wren-warbler,Calamonastes undosus
Mishana tyrannulet,Zimmerius villarejoi
Mishmi wren-babbler,Spelaeornis badeigularis
Mississippi kite,Ictinia mississippiensis
Mistle thrush,Turdus viscivorus
Mistletoe tyrannulet,Zimmerius parvus
Mistletoebird,Dicaeum hirundinaceum
Mitred parakeet,Psittacara mitratus
Mocking cliff chat,Thamnolaea cinnamomeiventris
Modest tiger parrot,Psittacella modesta
Moheli brush warbler,Nesillas mariae
Moheli bulbul,Hypsipetes moheliensis
Moheli scops owl,Otus moheliensis
Moltoni's warbler,Curruca subalpina
Moluccan cuckoo,Cacomantis aeruginosus
Moluccan cuckooshrike,Coracina atriceps
Moluccan drongo-cuckoo,Surniculus musschenbroeki
Moluccan dwarf kingfisher,Ceyx lepidus
Moluccan eclectus,Eclectus roratus
Moluccan flycatcher,Myiagra galeata
Moluccan goshawk,Accipiter henicogrammus
Moluccan hanging parrot,Loriculus amabilis
Moluccan king parrot,Alisterus amboinensis
Moluccan masked owl,Tyto sororcula
Moluccan megapode,Eulipoa wallacei
Moluccan monarch,Symposiachrus bimaculatus
Moluccan owlet-nightjar,Aegotheles crinifrons
Moluccan scops owl,Otus magicus
Moluccan starling,Aplonis mysolensis
Moluccan woodcock,Scolopax rochussenii
Mombasa woodpecker,Campethera mombassica
Mongolian finch,Bucanetes mongolicus
Mongolian ground jay,Podoces hendersoni
Mongolian lark,Melanocorypha mongolica
Mongolian short-toed lark,Calandrella dukhunensis
Monk parakeet,Myiopsitta monachus
Monotonous lark,Mirafra passerina
Montagu's harrier,Circus pygargus
Montane foliage-gleaner,Anabacerthia striaticollis
Montane nightjar,Caprimulgus poliocephalus
Montane racket-tail,Prioniturus montanus
Montane tiny greenbul,Phyllastrephus albigula
Montane widowbird,Ploceus weynsi
Montane widowbird,E. psammacromius
Montane widowbird,Euplectes psammacromius
Montane woodcreeper,Lepidocolaptes lacrymiger
Monte yellow finch,Sicalis mendozae
Monteiro's bushshrike,Malaconotus monteiri
Monteiro's hornbill,Tockus monteiri
Monteiro's storm petrel,Hydrobates monteiroi
Montezuma oropendola,Psarocolius montezuma
Montezuma quail,Cyrtonyx montezumae
Montserrat oriole,Icterus oberi
Moorea sandpiper,Prosobonia ellisi
Moorland chat,Pinarochroa sordida
Moorland francolin,Scleroptila psilolaema
Moreau's sunbird,Cinnyris moreaui
Morelet's seedeater,Sporophila morelleti
Moreno's ground dove,Metriopelia morenoi
Morepork,Ninox novaeseelandiae
Morningbird,Pachycephala tenebrosa
Morotai friarbird,Philemon fuscicapillus
Morotai white-eye,Zosterops dehaani
Mosque swallow,Cecropis senegalensis
Moss-backed tanager,Bangsia edwardsi
Mossy-nest swiftlet,Aerodramus salangana
Mottle-backed elaenia,Elaenia gigas
Mottle-breasted honeyeater,Microptilotis mimikae
Mottle-cheeked tyrannulet,Phylloscartes ventralis
Mottled berryhunter,Rhagologus leucostigma
Mottled duck,Anas fulvigula
Mottled flowerpecker,Dicaeum tristrami
Mottled mannikin,Lonchura hunsteini
Mottled owl,Strix virgata
Mottled petrel,Pterodroma inexpectata
Mottled piculet,Picumnus nebulosus
Mottled spinetail,Telacanthura ussheri
Mottled swift,Tachymarptis aequatorialis
